CustomerID,Tier,Retained,Age,Tenure,Monthly_Spend_IDR
B0593,Blue,1,18,6, Rp 2.332.757 
S0234,Silver,1,31,2, Rp 6.603.507 
B1176,Blue,0,25,8, Rp 3.539.977 
S0839,Silver,0,40,10, Rp 4.094.884 
G0213,Gold,1,38,10, Rp 11.558.968 
G0278,Gold,1,33,3, Rp 5.322.434 
S0012,Silver,1,49,2, Rp 3.902.499 
B0515,Blue,1,22,7, Rp 2.620.318 
B0299,Blue,1,35,3, Rp 4.076.199 
S0108,Silver,1,56,2, Rp 5.193.017 
S0835,Silver,1,29,2, Rp 6.892.357 
B0252,Blue,1,49,10, Rp 3.807.782 
G0212,Gold,1,35,11, Rp 5.890.924 
S0256,Silver,0,58,2, Rp 7.157.821 
G0236,Gold,1,18,4, Rp 8.371.381 
G0477,Gold,1,53,9, Rp 11.801.812 
B0578,Blue,0,49,4, Rp 3.079.732 
B0276,Blue,1,27,9, Rp 4.488.095 
S0346,Silver,0,59,7, Rp 1.794.353 
S0491,Silver,1,28,12, Rp 5.440.387 
S0986,Silver,0,54,4, Rp 5.436.870 
S0052,Silver,1,55,11, Rp 3.014.458 
S0378,Silver,0,23,6, Rp 5.957.119 
S0748,Silver,1,30,2, Rp 1.618.136 
B1134,Blue,0,29,12, Rp 2.423.811 
B1028,Blue,0,56,8, Rp 1.969.595 
P0224,Platinum,1,56,4, Rp 7.883.685 
B1022,Blue,0,42,4, Rp 976.615 
S0488,Silver,1,23,3, Rp 1.621.863 
G0271,Gold,0,49,1, Rp 6.113.683 
G0152,Gold,1,64,10, Rp 5.538.170 
S0944,Silver,1,40,14, Rp 6.557.737 
B1012,Blue,0,52,2, Rp 3.435.836 
S0169,Silver,1,49,1, Rp 4.047.824 
S0496,Silver,1,21,13, Rp 4.197.127 
B0218,Blue,1,18,4, Rp 3.841.731 
B0599,Blue,0,40,5, Rp 4.364.172 
B0142,Blue,0,21,1, Rp 1.476.766 
S0341,Silver,1,57,3, Rp 5.649.422 
S0176,Silver,0,39,6, Rp 5.580.341 
S0960,Silver,1,28,2, Rp 4.994.170 
G0196,Gold,1,18,6, Rp 14.297.315 
P0194,Platinum,1,46,11, Rp 14.414.581 
G0358,Gold,0,51,3, Rp 5.365.549 
S0884,Silver,1,25,7, Rp 4.520.268 
S0704,Silver,1,43,2, Rp 3.815.284 
S0212,Silver,0,63,11, Rp 2.744.392 
G0323,Gold,1,49,2, Rp 14.943.239 
B1089,Blue,0,61,14, Rp 3.076.267 
G0312,Gold,1,19,13, Rp 10.496.478 
B0623,Blue,0,32,6, Rp 1.227.911 
B0724,Blue,0,51,9, Rp 2.825.243 
B0256,Blue,0,21,12, Rp 2.818.511 
S0425,Silver,0,54,9, Rp 2.708.537 
G0072,Gold,1,33,5, Rp 7.532.814 
B0149,Blue,0,19,12, Rp 1.856.109 
P0030,Platinum,0,21,2, Rp 15.662.732 
B0850,Blue,1,36,4, Rp 857.774 
B0617,Blue,1,34,14, Rp 4.456.333 
G0310,Gold,1,57,10, Rp 14.172.209 
G0474,Gold,1,20,13, Rp 12.685.305 
B0821,Blue,0,40,1, Rp 1.784.147 
S0324,Silver,0,56,1, Rp 3.017.763 
G0142,Gold,1,49,13, Rp 8.460.377 
S0530,Silver,0,45,11, Rp 5.711.691 
B1099,Blue,1,24,13, Rp 1.979.931 
B0195,Blue,0,64,2, Rp 3.863.721 
S0266,Silver,1,21,1, Rp 4.855.766 
P0275,Platinum,1,19,13, Rp 8.496.156 
B0065,Blue,0,49,5, Rp 3.025.379 
S0262,Silver,0,48,4, Rp 6.849.235 
G0270,Gold,0,49,10, Rp 14.966.481 
P0008,Platinum,0,55,8, Rp 8.118.271 
S0475,Silver,1,46,5, Rp 4.811.407 
S0756,Silver,0,37,14, Rp 3.720.980 
P0041,Platinum,1,25,12, Rp 7.565.161 
G0215,Gold,1,60,4, Rp 12.071.789 
G0381,Gold,1,60,11, Rp 9.809.392 
B0609,Blue,0,22,13, Rp 3.817.922 
S0505,Silver,0,39,9, Rp 6.686.937 
S0720,Silver,1,41,2, Rp 3.630.384 
S0177,Silver,1,55,5, Rp 7.130.272 
S0799,Silver,0,35,5, Rp 3.047.825 
B0958,Blue,0,38,4, Rp 3.800.798 
S0586,Silver,0,30,5, Rp 2.123.973 
B0666,Blue,1,39,7, Rp 845.593 
S0179,Silver,0,62,4, Rp 3.684.949 
G0232,Gold,1,41,3, Rp 13.118.822 
P0293,Platinum,1,48,13, Rp 12.517.815 
B0111,Blue,0,47,7, Rp 1.555.553 
G0113,Gold,0,36,3, Rp 4.812.800 
S0863,Silver,1,45,6, Rp 4.452.993 
G0245,Gold,0,22,5, Rp 6.251.025 
S0236,Silver,1,42,9, Rp 1.719.790 
S0746,Silver,0,57,8, Rp 4.651.310 
B0597,Blue,1,24,9, Rp 3.285.926 
G0174,Gold,1,63,11, Rp 10.726.318 
B0110,Blue,1,54,11, Rp 4.014.753 
S0229,Silver,0,64,4, Rp 2.696.752 
S0059,Silver,1,62,5, Rp 5.542.468 
P0271,Platinum,0,55,2, Rp 21.893.589 
B1072,Blue,0,32,3, Rp 3.216.064 
P0023,Platinum,0,53,14, Rp 8.390.073 
B0038,Blue,0,58,2, Rp 1.669.223 
B0879,Blue,0,52,1, Rp 4.126.544 
P0040,Platinum,0,45,9, Rp 8.198.123 
P0025,Platinum,1,39,2, Rp 20.746.791 
S0302,Silver,0,20,10, Rp 1.766.065 
S0046,Silver,1,21,8, Rp 7.440.991 
B0075,Blue,0,54,6, Rp 1.308.685 
B0014,Blue,1,52,14, Rp 1.631.883 
S0068,Silver,0,31,6, Rp 4.759.668 
S0513,Silver,0,26,9, Rp 4.152.364 
B0506,Blue,1,56,11, Rp 3.436.349 
B0323,Blue,0,61,7, Rp 1.078.634 
S0754,Silver,1,62,3, Rp 6.357.488 
S0940,Silver,0,25,13, Rp 7.252.790 
G0327,Gold,1,64,12, Rp 4.953.288 
S0317,Silver,0,18,7, Rp 6.216.003 
B0241,Blue,0,30,4, Rp 1.355.150 
B0240,Blue,0,35,6, Rp 1.275.002 
S0447,Silver,1,26,9, Rp 3.521.100 
B0787,Blue,0,35,2, Rp 2.475.074 
P0043,Platinum,1,54,12, Rp 13.760.807 
S0033,Silver,1,42,12, Rp 5.337.972 
B0771,Blue,0,24,9, Rp 1.511.361 
S0896,Silver,1,43,12, Rp 6.613.939 
B0987,Blue,1,32,2, Rp 2.064.730 
S0436,Silver,0,45,2, Rp 5.090.771 
G0399,Gold,0,36,9, Rp 11.054.017 
P0048,Platinum,1,52,3, Rp 21.604.677 
S0508,Silver,1,39,7, Rp 6.332.842 
B0659,Blue,0,54,12, Rp 3.300.665 
S0744,Silver,0,27,3, Rp 6.413.130 
B0365,Blue,0,38,2, Rp 2.177.486 
S0146,Silver,1,51,1, Rp 3.366.272 
B0441,Blue,1,32,8, Rp 1.274.454 
B1133,Blue,0,27,4, Rp 3.546.033 
P0010,Platinum,1,20,4, Rp 8.228.500 
P0083,Platinum,1,52,6, Rp 15.470.412 
S0632,Silver,1,22,14, Rp 4.754.364 
G0354,Gold,1,46,4, Rp 12.615.246 
B0427,Blue,0,38,7, Rp 3.530.444 
G0409,Gold,1,35,1, Rp 14.599.827 
B1071,Blue,0,40,10, Rp 2.691.706 
S0154,Silver,1,31,5, Rp 2.357.151 
B0700,Blue,0,51,10, Rp 1.221.739 
P0261,Platinum,1,53,5, Rp 18.211.068 
S0553,Silver,0,24,12, Rp 2.346.587 
B0641,Blue,0,18,9, Rp 1.478.704 
S0230,Silver,1,33,9, Rp 3.075.058 
B0177,Blue,0,20,2, Rp 946.329 
S0072,Silver,0,20,7, Rp 2.831.494 
S0805,Silver,0,23,1, Rp 1.574.458 
B1059,Blue,1,31,13, Rp 3.890.204 
S0223,Silver,0,33,7, Rp 1.811.467 
B0273,Blue,0,64,9, Rp 2.796.492 
P0205,Platinum,0,62,9, Rp 20.108.300 
B0780,Blue,1,46,7, Rp 1.877.115 
G0064,Gold,1,44,2, Rp 13.455.914 
S0023,Silver,1,29,10, Rp 6.953.334 
G0115,Gold,0,42,8, Rp 5.288.791 
B1161,Blue,1,34,10, Rp 3.564.938 
G0149,Gold,1,38,5, Rp 12.428.134 
B1069,Blue,1,59,14, Rp 3.552.383 
B0090,Blue,1,47,5, Rp 1.025.417 
G0061,Gold,1,43,2, Rp 5.806.559 
S0063,Silver,1,49,5, Rp 4.007.052 
B0370,Blue,0,40,7, Rp 3.625.390 
B0264,Blue,1,41,7, Rp 3.537.293 
B1147,Blue,0,56,2, Rp 4.337.060 
S0373,Silver,1,32,4, Rp 6.185.976 
S0454,Silver,0,56,3, Rp 4.949.824 
B0462,Blue,0,21,11, Rp 3.282.705 
B1169,Blue,0,19,5, Rp 4.326.248 
B0587,Blue,0,52,2, Rp 1.484.838 
S0456,Silver,1,33,14, Rp 5.052.386 
G0189,Gold,1,36,10, Rp 11.233.290 
S0947,Silver,1,45,8, Rp 3.770.133 
G0414,Gold,1,23,14, Rp 14.805.200 
G0321,Gold,1,34,1, Rp 7.471.507 
B0611,Blue,1,20,14, Rp 3.494.783 
B0471,Blue,1,26,2, Rp 2.596.379 
S0669,Silver,0,59,14, Rp 4.996.343 
S0310,Silver,0,54,11, Rp 6.943.482 
S0031,Silver,1,56,3, Rp 3.656.011 
S0184,Silver,0,41,9, Rp 4.963.680 
S0066,Silver,1,25,9, Rp 7.116.441 
B0342,Blue,0,35,1, Rp 1.201.427 
B0159,Blue,0,45,14, Rp 2.678.383 
S0142,Silver,0,18,8, Rp 4.465.646 
B0577,Blue,0,37,11, Rp 2.611.114 
B0745,Blue,0,59,13, Rp 1.967.262 
S0766,Silver,0,29,7, Rp 4.145.287 
G0439,Gold,1,60,5, Rp 9.652.291 
S0898,Silver,0,52,2, Rp 6.398.151 
S0109,Silver,1,54,2, Rp 2.271.276 
B0797,Blue,0,36,14, Rp 3.032.521 
B0211,Blue,1,55,10, Rp 2.926.208 
G0352,Gold,1,59,14, Rp 11.860.618 
S0700,Silver,0,28,7, Rp 6.509.726 
B0311,Blue,1,57,12, Rp 828.728 
P0190,Platinum,1,60,8, Rp 9.672.792 
G0234,Gold,1,45,12, Rp 11.444.176 
B1035,Blue,0,58,7, Rp 2.940.161 
B0814,Blue,1,33,1, Rp 2.688.745 
S0501,Silver,0,49,14, Rp 4.174.510 
S0818,Silver,0,37,9, Rp 5.081.276 
B0136,Blue,1,55,10, Rp 2.244.192 
G0268,Gold,1,62,5, Rp 13.566.015 
B0498,Blue,1,48,11, Rp 3.434.323 
B0535,Blue,1,42,12, Rp 3.416.712 
B0444,Blue,0,26,4, Rp 3.110.492 
B0622,Blue,0,32,11, Rp 2.396.412 
S0107,Silver,1,30,3, Rp 6.289.223 
G0365,Gold,1,43,4, Rp 10.318.325 
P0161,Platinum,0,34,3, Rp 20.203.839 
S0128,Silver,0,38,6, Rp 4.335.679 
B0981,Blue,0,60,13, Rp 926.772 
B0627,Blue,0,53,6, Rp 4.401.181 
B0645,Blue,1,31,6, Rp 3.256.085 
S0311,Silver,1,62,2, Rp 3.083.800 
S0347,Silver,0,59,9, Rp 2.151.167 
B0028,Blue,0,59,10, Rp 3.902.252 
S0215,Silver,0,18,10, Rp 3.033.852 
S0453,Silver,1,61,3, Rp 5.644.846 
B0405,Blue,0,33,13, Rp 1.308.327 
G0387,Gold,1,26,12, Rp 13.114.925 
P0047,Platinum,1,49,11, Rp 13.340.520 
G0136,Gold,1,53,7, Rp 11.103.168 
S0838,Silver,0,62,9, Rp 3.072.786 
B0262,Blue,0,23,7, Rp 2.120.900 
B0054,Blue,0,18,11, Rp 1.686.076 
B1085,Blue,0,31,11, Rp 3.415.602 
B1196,Blue,1,55,14, Rp 1.932.393 
B0035,Blue,0,39,4, Rp 3.397.075 
B0791,Blue,0,40,6, Rp 1.126.485 
B0502,Blue,0,62,5, Rp 3.626.942 
S0432,Silver,1,33,14, Rp 3.222.019 
B0133,Blue,0,60,3, Rp 1.320.640 
P0183,Platinum,1,19,5, Rp 7.515.334 
S0524,Silver,0,64,5, Rp 6.355.428 
S0175,Silver,1,23,3, Rp 4.797.136 
S0935,Silver,0,62,14, Rp 1.589.748 
S0675,Silver,0,36,2, Rp 7.185.639 
B0588,Blue,0,20,8, Rp 4.222.660 
B0843,Blue,0,39,6, Rp 3.963.706 
B0079,Blue,0,43,11, Rp 922.359 
B0940,Blue,1,62,6, Rp 4.430.829 
S0198,Silver,0,54,7, Rp 3.192.853 
G0241,Gold,0,55,7, Rp 5.563.399 
B0267,Blue,1,62,10, Rp 4.199.538 
B0093,Blue,1,43,14, Rp 1.497.099 
G0391,Gold,1,33,5, Rp 12.174.744 
B1112,Blue,0,22,14, Rp 3.958.311 
G0418,Gold,1,53,4, Rp 9.518.995 
S0306,Silver,1,25,5, Rp 5.426.759 
B0789,Blue,0,55,4, Rp 3.172.395 
G0147,Gold,1,44,13, Rp 11.308.777 
S0101,Silver,1,40,1, Rp 1.933.645 
B0937,Blue,0,60,8, Rp 3.973.890 
S0850,Silver,1,51,12, Rp 1.996.826 
B0914,Blue,1,29,4, Rp 3.385.291 
B0996,Blue,1,63,8, Rp 3.618.522 
G0204,Gold,1,23,14, Rp 5.294.119 
B0685,Blue,0,37,3, Rp 3.460.703 
S0396,Silver,0,30,7, Rp 7.348.422 
S0408,Silver,1,37,12, Rp 5.403.330 
B0183,Blue,0,52,1, Rp 2.784.156 
S0336,Silver,0,48,12, Rp 5.822.288 
S0448,Silver,0,56,1, Rp 2.124.104 
P0284,Platinum,1,57,2, Rp 15.653.910 
B0212,Blue,0,51,6, Rp 2.022.422 
P0276,Platinum,1,48,7, Rp 10.062.903 
B1045,Blue,1,37,1, Rp 3.263.910 
B1146,Blue,0,29,13, Rp 2.112.214 
B0894,Blue,0,60,12, Rp 3.974.770 
S0877,Silver,1,48,12, Rp 4.252.739 
B0488,Blue,0,57,8, Rp 3.544.281 
B0472,Blue,0,47,13, Rp 2.821.213 
G0491,Gold,1,19,1, Rp 14.821.710 
G0404,Gold,1,20,6, Rp 13.087.432 
B0477,Blue,0,30,9, Rp 4.476.431 
S0588,Silver,0,34,8, Rp 3.420.750 
S0147,Silver,0,33,5, Rp 3.368.973 
B1054,Blue,1,29,10, Rp 3.350.217 
B1096,Blue,0,29,4, Rp 884.938 
S0881,Silver,0,22,13, Rp 7.465.520 
B0056,Blue,0,47,1, Rp 4.227.703 
B0639,Blue,1,47,7, Rp 3.821.113 
B1032,Blue,1,37,11, Rp 1.796.326 
S0013,Silver,0,26,5, Rp 5.329.506 
B0658,Blue,0,34,13, Rp 1.535.055 
G0057,Gold,1,45,2, Rp 12.350.855 
S0789,Silver,0,54,2, Rp 3.056.304 
B0710,Blue,1,41,8, Rp 3.343.489 
B1040,Blue,1,31,6, Rp 783.763 
S0208,Silver,1,53,1, Rp 3.079.155 
P0226,Platinum,1,34,4, Rp 16.502.107 
B0975,Blue,0,46,3, Rp 1.627.796 
S0633,Silver,0,53,10, Rp 2.833.243 
B0032,Blue,0,42,11, Rp 3.802.330 
S0303,Silver,0,57,3, Rp 3.434.648 
S0099,Silver,1,44,12, Rp 4.731.053 
B0486,Blue,0,40,12, Rp 1.149.361 
B1160,Blue,1,29,13, Rp 1.356.789 
S0178,Silver,1,54,8, Rp 5.330.229 
P0098,Platinum,1,60,7, Rp 12.455.714 
P0150,Platinum,1,36,10, Rp 13.241.892 
G0281,Gold,1,26,6, Rp 12.850.522 
P0100,Platinum,1,20,9, Rp 12.692.626 
S0224,Silver,0,21,13, Rp 6.523.688 
P0255,Platinum,0,25,8, Rp 22.381.897 
B0251,Blue,0,57,12, Rp 3.192.643 
S0851,Silver,1,22,9, Rp 6.466.318 
S0758,Silver,0,44,1, Rp 6.682.859 
G0240,Gold,0,18,9, Rp 13.276.828 
B0516,Blue,1,36,7, Rp 4.254.492 
P0212,Platinum,1,37,11, Rp 21.878.480 
B0199,Blue,1,62,3, Rp 2.596.482 
B0207,Blue,0,30,2, Rp 1.616.212 
S0309,Silver,1,62,10, Rp 2.706.469 
S0631,Silver,0,35,5, Rp 2.901.718 
S0828,Silver,1,38,13, Rp 2.139.585 
B0635,Blue,1,41,14, Rp 2.471.899 
G0011,Gold,0,29,10, Rp 7.783.490 
B0571,Blue,0,31,9, Rp 4.284.375 
B1029,Blue,1,45,14, Rp 1.086.026 
B0435,Blue,0,27,8, Rp 766.324 
P0085,Platinum,1,38,9, Rp 11.770.116 
S0439,Silver,1,19,6, Rp 1.625.438 
P0290,Platinum,1,34,13, Rp 18.150.440 
G0035,Gold,0,37,4, Rp 11.092.570 
S0790,Silver,0,45,8, Rp 4.991.819 
S0422,Silver,1,30,5, Rp 5.458.369 
S0017,Silver,1,44,6, Rp 7.330.947 
B0466,Blue,0,48,14, Rp 2.280.469 
G0320,Gold,1,47,6, Rp 10.003.624 
B0524,Blue,0,32,2, Rp 4.428.759 
B0705,Blue,1,35,1, Rp 2.671.645 
S0798,Silver,1,54,11, Rp 2.538.690 
G0444,Gold,0,19,9, Rp 13.976.606 
S0327,Silver,1,25,5, Rp 6.872.422 
S0865,Silver,0,63,12, Rp 4.230.538 
B0891,Blue,0,49,3, Rp 4.309.170 
B0907,Blue,1,53,9, Rp 3.611.038 
S0267,Silver,1,40,1, Rp 5.530.608 
S0962,Silver,1,51,9, Rp 5.709.381 
B0511,Blue,0,52,11, Rp 4.298.373 
B1122,Blue,0,38,13, Rp 3.529.741 
B0528,Blue,0,31,1, Rp 4.439.363 
P0281,Platinum,1,22,4, Rp 14.918.847 
B0925,Blue,1,24,6, Rp 3.248.232 
B0066,Blue,1,31,13, Rp 1.991.070 
S0932,Silver,0,39,14, Rp 6.009.940 
S0433,Silver,1,21,9, Rp 6.962.830 
G0362,Gold,1,46,9, Rp 6.309.667 
B0921,Blue,0,34,10, Rp 1.225.132 
P0234,Platinum,1,24,3, Rp 10.728.310 
S0240,Silver,0,59,7, Rp 3.311.891 
G0349,Gold,1,27,14, Rp 7.765.885 
B0978,Blue,0,35,3, Rp 1.769.566 
S0661,Silver,0,28,14, Rp 5.629.003 
S0736,Silver,1,33,3, Rp 4.087.202 
B0322,Blue,0,25,12, Rp 1.965.455 
S0200,Silver,1,39,9, Rp 4.430.128 
P0267,Platinum,0,39,8, Rp 12.035.754 
B0272,Blue,1,35,2, Rp 1.522.582 
B0767,Blue,1,25,8, Rp 2.281.794 
S0133,Silver,0,26,14, Rp 6.035.240 
S0562,Silver,0,52,5, Rp 4.463.536 
G0419,Gold,0,32,10, Rp 9.449.348 
S0846,Silver,1,34,3, Rp 5.159.193 
B0168,Blue,1,22,8, Rp 2.036.339 
S0910,Silver,1,25,4, Rp 6.331.673 
B0242,Blue,0,60,10, Rp 3.267.716 
G0005,Gold,1,33,1, Rp 12.970.201 
B1037,Blue,1,60,8, Rp 2.202.618 
G0046,Gold,1,35,14, Rp 11.498.521 
S0912,Silver,0,50,5, Rp 4.011.988 
B0023,Blue,0,62,10, Rp 4.019.971 
P0059,Platinum,1,30,11, Rp 8.394.383 
S0911,Silver,1,46,10, Rp 2.336.421 
S0490,Silver,1,59,2, Rp 4.291.671 
P0208,Platinum,1,40,4, Rp 14.426.555 
B0197,Blue,1,38,6, Rp 2.873.999 
B0905,Blue,0,51,11, Rp 3.002.676 
G0425,Gold,1,62,7, Rp 12.452.964 
P0062,Platinum,1,19,12, Rp 15.761.149 
S0540,Silver,1,58,13, Rp 3.236.284 
S0974,Silver,0,64,1, Rp 5.422.321 
G0332,Gold,1,45,8, Rp 7.392.014 
B0245,Blue,0,35,9, Rp 3.801.043 
S0931,Silver,0,30,10, Rp 5.330.867 
B0746,Blue,1,24,2, Rp 1.159.748 
G0137,Gold,1,26,8, Rp 12.509.903 
G0243,Gold,1,38,2, Rp 7.111.617 
B0967,Blue,1,59,9, Rp 4.251.792 
B0205,Blue,0,26,2, Rp 2.396.642 
B0000,Blue,0,40,3, Rp 902.520 
S0837,Silver,1,34,2, Rp 2.744.864 
B1047,Blue,1,21,11, Rp 1.708.664 
S0362,Silver,1,34,4, Rp 5.967.789 
B0106,Blue,0,36,7, Rp 3.181.035 
G0338,Gold,1,32,5, Rp 7.783.782 
G0090,Gold,1,36,5, Rp 12.222.523 
B0547,Blue,1,30,13, Rp 4.176.030 
P0166,Platinum,1,50,3, Rp 17.555.305 
B0936,Blue,0,54,3, Rp 3.540.748 
G0249,Gold,0,24,5, Rp 4.882.467 
G0177,Gold,1,51,13, Rp 5.260.089 
S0332,Silver,1,48,4, Rp 3.816.795 
P0168,Platinum,1,32,12, Rp 17.399.494 
S0832,Silver,0,48,13, Rp 2.955.237 
B0954,Blue,0,34,2, Rp 3.929.767 
B0889,Blue,0,24,1, Rp 4.313.442 
G0314,Gold,0,23,4, Rp 7.207.014 
S0558,Silver,1,35,7, Rp 7.376.374 
B0345,Blue,0,50,9, Rp 1.859.145 
G0091,Gold,1,37,14, Rp 14.916.785 
G0484,Gold,1,30,7, Rp 9.122.328 
B0139,Blue,1,61,8, Rp 1.322.952 
B0920,Blue,0,45,11, Rp 1.874.910 
S0546,Silver,1,52,5, Rp 2.136.163 
S0482,Silver,0,57,5, Rp 5.534.438 
S0662,Silver,1,54,6, Rp 5.728.722 
B0094,Blue,0,24,2, Rp 4.153.016 
B0428,Blue,1,23,5, Rp 3.362.274 
B0634,Blue,0,51,6, Rp 1.168.601 
B1088,Blue,0,51,2, Rp 2.376.360 
S0474,Silver,1,21,4, Rp 4.092.617 
S0920,Silver,1,62,5, Rp 5.803.776 
B0016,Blue,1,45,6, Rp 3.949.138 
B0741,Blue,0,21,7, Rp 2.680.292 
B1105,Blue,1,60,12, Rp 1.890.280 
B0956,Blue,0,57,7, Rp 2.979.288 
B0573,Blue,0,38,2, Rp 1.106.166 
S0360,Silver,0,43,4, Rp 5.909.979 
B0520,Blue,0,33,13, Rp 2.059.197 
B0294,Blue,1,18,1, Rp 3.142.712 
G0460,Gold,1,54,13, Rp 10.237.100 
G0451,Gold,1,53,10, Rp 5.562.220 
B0896,Blue,0,58,13, Rp 4.368.225 
B1185,Blue,0,61,9, Rp 4.321.027 
B0119,Blue,0,56,12, Rp 4.312.904 
B0706,Blue,0,24,4, Rp 3.648.305 
G0307,Gold,1,40,8, Rp 6.825.234 
G0037,Gold,1,32,10, Rp 10.121.840 
G0052,Gold,0,27,5, Rp 10.774.939 
G0416,Gold,1,64,11, Rp 7.805.453 
B1005,Blue,0,34,5, Rp 3.100.385 
B0037,Blue,1,35,14, Rp 3.694.118 
B0153,Blue,0,42,2, Rp 1.106.613 
S0480,Silver,0,35,5, Rp 2.162.486 
B0469,Blue,0,20,9, Rp 2.560.631 
B0873,Blue,1,40,2, Rp 1.763.268 
P0017,Platinum,0,49,8, Rp 17.508.199 
B0507,Blue,0,45,6, Rp 4.127.980 
S0926,Silver,0,55,1, Rp 2.966.637 
S0085,Silver,1,30,1, Rp 6.738.103 
B0871,Blue,1,50,12, Rp 2.492.776 
G0210,Gold,1,54,10, Rp 8.479.561 
B0952,Blue,1,21,12, Rp 2.257.011 
S0802,Silver,1,51,1, Rp 3.929.383 
G0222,Gold,1,45,5, Rp 8.374.370 
B0465,Blue,0,27,10, Rp 1.742.901 
B0999,Blue,1,49,11, Rp 3.885.724 
P0291,Platinum,1,18,11, Rp 7.800.353 
B0854,Blue,0,50,4, Rp 3.400.103 
G0068,Gold,1,27,8, Rp 8.314.887 
B0248,Blue,0,49,12, Rp 1.991.872 
S0323,Silver,0,29,7, Rp 4.140.783 
S0452,Silver,1,24,14, Rp 4.155.425 
S0056,Silver,1,20,5, Rp 5.032.339 
B0652,Blue,0,42,1, Rp 2.045.528 
P0001,Platinum,1,43,5, Rp 8.309.989 
S0104,Silver,1,25,6, Rp 7.487.018 
S0283,Silver,0,63,13, Rp 7.031.444 
S0289,Silver,1,60,3, Rp 2.763.615 
B0801,Blue,1,18,1, Rp 3.434.204 
G0116,Gold,0,27,11, Rp 10.124.431 
S0509,Silver,0,28,12, Rp 3.481.274 
B0519,Blue,0,64,14, Rp 4.168.529 
S0990,Silver,1,30,8, Rp 4.809.525 
S0285,Silver,1,38,13, Rp 2.704.470 
S0768,Silver,0,26,9, Rp 6.356.991 
P0292,Platinum,1,48,6, Rp 16.049.742 
B0308,Blue,1,52,11, Rp 956.817 
B1083,Blue,1,19,7, Rp 3.922.381 
B0423,Blue,1,51,11, Rp 2.227.355 
G0050,Gold,0,43,8, Rp 10.122.441 
B0279,Blue,0,29,12, Rp 939.584 
B0201,Blue,1,40,13, Rp 1.465.119 
S0706,Silver,0,29,9, Rp 6.427.651 
P0142,Platinum,1,61,7, Rp 10.151.353 
P0066,Platinum,1,55,11, Rp 12.504.223 
G0082,Gold,1,46,1, Rp 8.713.152 
S0853,Silver,1,44,3, Rp 4.841.805 
G0421,Gold,0,62,10, Rp 6.021.792 
B0344,Blue,0,32,8, Rp 4.255.732 
G0185,Gold,1,47,10, Rp 14.037.835 
B0756,Blue,0,43,13, Rp 1.584.173 
S0889,Silver,0,49,12, Rp 3.965.651 
P0178,Platinum,0,30,8, Rp 11.477.343 
S0218,Silver,0,57,1, Rp 4.065.639 
B0448,Blue,0,21,4, Rp 1.701.076 
G0435,Gold,1,57,6, Rp 13.687.371 
P0155,Platinum,1,32,14, Rp 14.696.570 
G0080,Gold,0,56,10, Rp 7.753.589 
P0033,Platinum,1,23,8, Rp 18.577.260 
G0016,Gold,1,34,6, Rp 10.788.272 
B0998,Blue,0,35,2, Rp 3.804.670 
S0541,Silver,1,42,3, Rp 5.348.683 
G0014,Gold,1,44,5, Rp 8.974.285 
B1033,Blue,1,33,8, Rp 1.291.134 
B0951,Blue,0,26,11, Rp 1.310.173 
B0860,Blue,0,32,4, Rp 2.378.474 
P0296,Platinum,0,51,14, Rp 21.614.193 
S0810,Silver,0,31,3, Rp 6.209.995 
P0186,Platinum,1,28,11, Rp 20.708.225 
B1031,Blue,0,33,5, Rp 3.681.951 
S0225,Silver,1,55,5, Rp 7.128.436 
S0936,Silver,1,39,3, Rp 1.830.288 
B0123,Blue,1,46,7, Rp 1.212.079 
G0412,Gold,0,25,8, Rp 8.676.620 
P0217,Platinum,0,48,1, Rp 8.735.132 
B1002,Blue,0,50,6, Rp 4.082.838 
S0377,Silver,1,52,13, Rp 5.411.190 
B0890,Blue,0,20,14, Rp 3.386.488 
S0992,Silver,0,21,4, Rp 3.910.296 
G0471,Gold,0,33,6, Rp 6.228.071 
G0262,Gold,1,59,13, Rp 4.530.573 
B0795,Blue,0,39,13, Rp 2.607.944 
B0029,Blue,1,64,8, Rp 860.936 
P0003,Platinum,0,29,11, Rp 19.697.151 
B0044,Blue,0,50,8, Rp 2.130.613 
B0612,Blue,0,64,6, Rp 1.038.871 
S0095,Silver,1,30,11, Rp 2.581.476 
S0374,Silver,0,44,12, Rp 2.959.817 
B0675,Blue,0,38,4, Rp 1.453.492 
G0201,Gold,1,59,3, Rp 13.429.510 
B0582,Blue,0,62,8, Rp 1.265.600 
G0020,Gold,1,45,7, Rp 14.382.754 
S0216,Silver,1,59,13, Rp 3.282.121 
B1198,Blue,1,39,10, Rp 4.310.981 
S0417,Silver,0,60,10, Rp 4.801.814 
B0482,Blue,0,27,13, Rp 3.767.000 
B1178,Blue,0,46,12, Rp 2.856.924 
B0490,Blue,0,38,4, Rp 1.535.305 
P0174,Platinum,1,20,2, Rp 21.465.885 
B0254,Blue,0,45,4, Rp 2.675.967 
B0714,Blue,0,44,10, Rp 1.264.029 
S0275,Silver,1,37,9, Rp 7.382.349 
G0331,Gold,0,59,5, Rp 11.369.415 
S0589,Silver,1,34,3, Rp 6.542.955 
G0120,Gold,0,39,2, Rp 5.615.924 
S0735,Silver,1,19,13, Rp 2.233.270 
